"ui","rootSource","uri","name"
NA,NA,NA,NA
"C0020461","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0020461","Hyperkalemia"
"C4552983","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4552983","Hyperkalemia, CTCAE"
"C0268022","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0268022","Acute hyperkalemia"
"C0268023","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0268023","Chronic hyperkalemia"
"C4288936","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4288936","Hyperkalemic Mineralocorticoid Resistance"
"C4703325","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4703325","Hyperkalemia of newborn"
"C4714881","NOC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4714881","Hyperkalemia Severity"
"C0150196","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150196","Electrolyte management: hyperkalemia"
"C0268024","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0268024","Hyperkalemia, diminished renal excretion"
"C0268025","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0268025","Hyperkalemia, transcellular shifts"
"C0342587","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0342587","Drug-induced hyperkalemia"
"C0473783","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0473783","Transitory neonatal hyperkalemia"
"C0513342","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0513342","Monitor for rebound hyperkalemia"
"C0743413","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0743413","EKG CHANGE HYPERKALEMIA"
"C1449844","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1449844","Pseudohypoaldosteronism, Type II"
"C1559957","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1559957","Serum Hyperkalemia, CTCAE"
"C1868442","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1868442","Hyperkalemia during attacks"
"C1960551","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1960551","Hyperkalemia due to angiotensin-converting enzyme inhibitor"
"C2047505","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2047505","hyperkalemia hemolysis in vitro"
"C2713447","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2713447","Hyperpotassemia and Hypertension, Familial"
"C2737058","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2737058","Hyperkalemia in last 7D"
"C3280987","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3280987","Hyperkalemia (6.4 +/- 0.7 mM)"
"C3280994","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3280994","Hyperkalemia (5.8 +/- 0.8 mM)"
"C3281020","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3281020","Hyperkalemia (7.5 +/- 0.9 mM)"
"C3653593","ATC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3653593","Drugs for treatment of hyperkalemia and hyperphosphatemia"
NA,NA,NA,NA
"C0038454","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0038454","Cerebrovascular accident"
"C0265108","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0265108","Impending cerebrovascular accident"
"C0282492","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0282492","Sneddon Syndrome"
"C0460035","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0460035","Extension of cerebrovascular accident"
"C0559159","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0559159","History of cerebrovascular accident"
"C0742522","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0742522","COCAINE INDUCED CEREBROVASCULAR ACCIDENT"
"C0751956","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0751956","Acute Cerebrovascular Accidents"
"C0877155","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0877155","Cerebrovascular accident prophylaxis"
"C0948008","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0948008","Ischemic stroke"
"C1303106","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1303106","Cerebrovascular accident annual review"
"C1394288","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1394288","old; CVA"
"C1998104","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1998104","Apraxia due to cerebrovascular accident"
"C2958677","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2958677","cerebromalacia due to cerebrovascular accident"
"C3259510","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3259510","Cerebrovascular accident:Hx:Pt:^Patient:Ord:Reported"
"C3266655","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3266655","Cerebrovascular accident with intracranial hemorrhage"
"C3494534","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3494534","Sequela of cerebrovascular accident"
"C3536593","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3536593","Chronic cerebrovascular accident"
"C3536594","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3536594","Suspected cerebrovascular accident"
"C3662044","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3662044","History of lacunar cerebrovascular accident"
"C3662050","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3662050","History of parietal cerebrovascular accident"
"C3697594","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3697594","Post-cerebrovascular accident epilepsy"
"C4050572","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4050572","Cerebrovascular accident:Hx:Pt:^Patient:Ord"
"C4076169","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4076169","Pain following cerebrovascular accident"
"C4274870","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4274870","CVA (cerebrovascular accident) during surgery"
"C4303794","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4303794","Education about stroke"
NA,NA,NA,NA
"C0018681","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018681","Headache"
"C0578055","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0578055","Pain of head and neck region"
"C0744623","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0744623","HEAD PAIN UNILATERAL"
"C1557470","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1557470","Head and Headache Pain Adverse Event"
"C1960979","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1960979","Pain radiating to head"
"C2127485","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2127485","pain in head of right radius"
"C2127489","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2127489","pain in head of left radius"
"C2370967","ICF","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2370967","Pain in head and neck"
"C1286317","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1286317","Characteristics of pain of head and neck region"
"C1557471","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1557471","Grade 1 Head and Headache Pain, CTCAE"
"C1557472","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1557472","Grade 2 Head and Headache Pain, CTCAE"
"C1557473","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1557473","Grade 3 Head and Headache Pain, CTCAE"
"C1557474","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1557474","Grade 4 Head and Headache Pain, CTCAE"
"C2128152","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2128152","neck pain increased by turning head"
"C2129429","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2129429","neck pain relieved by turning head"
"C2129440","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2129440","neck pain relieved by immobilizing head"
"C2130051","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2130051","neck pain unchanged by turning head"
"C2130054","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2130054","neck pain unchanged by immobilizing head"
"C2219657","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2219657","neck pain increased by head movement"
"C4061360","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4061360","Diffuse pain in different areas of the head"
"C2016455","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2016455","decreased pain and temperature sensation of back of head (C2 dermatome)"
"C2032174","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2032174","pain of head of talus of left ankle elicited by motion"
"C2032175","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2032175","pain of head of talus of right ankle elicited by motion"
"C2128150","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2128150","neck pain increased by bending head backward"
"C2128151","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2128151","neck pain increased by bending head forward"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C0021880","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021880","Intracranial Pressure"
"C0033845","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0033845","Pseudotumor Cerebri"
"C0150260","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150260","Intracranial pressure monitoring regime"
"C0151740","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0151740","Intracranial Hypertension"
"C0182380","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0182380","Intracranial Pressure Monitors"
"C0204909","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0204909","Intracranial pressure monitor maintenance"
"C0234559","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0234559","Normal intracranial pressure (finding)"
"C0394279","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394279","Procedure for monitoring intracranial pressure"
"C0394282","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394282","Introduction of intracranial pressure transducer"
"C0394283","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394283","Introduction of intracranial pressure catheter"
"C0394285","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394285","Attention to intracranial pressure transducer"
"C0394286","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394286","Revision of intracranial pressure transducer"
"C0394287","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394287","Renewal of intracranial pressure transducer"
"C0394288","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394288","Attention to intracranial pressure catheter"
"C0394289","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394289","Revision of intracranial pressure catheter"
"C0394290","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394290","Renewal of intracranial pressure catheter"
"C0394291","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394291","Intracranial pressure monitor removal"
"C0394292","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394292","Removal of intracranial pressure transducer"
"C0394293","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0394293","Removal of intracranial pressure catheter"
"C0437214","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0437214","O/E - no raised I/C pressure"
"C0437215","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0437215","O/E - raised intracranial pressure"
"C0456892","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0456892","Low intracranial pressure"
"C0493253","SPN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0493253","MONITOR, INTRACRANIAL PRESSURE, IMPLANTED"
"C0576485","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0576485","Finding of intracranial pressure"
"C0876965","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0876965","Increased intracranial pressure and hydrocephalus"
NA,NA,NA,NA
"C0231511","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0231511","Flaccid"
"C0026825","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0026825","Flaccid Muscle Tone"
"C0026827","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0026827","Muscle hypotonia"
"C0085620","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0085620","Flaccid paralysis"
"C0149622","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0149622","Neurogenic Urinary Bladder, Atonic"
"C0154693","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0154693","Hemiplegia, Flaccid"
"C0233254","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0233254","Flaccid newborn"
"C0240479","HPO","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240479","Neck muscle weakness"
"C0264601","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0264601","Flaccid dysphonia"
"C0452143","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0452143","Paraplegia, Flaccid"
"C0454597","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0454597","Dysarthria, Flaccid"
"C0567060","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0567060","Flaccid uterus"
"C0584788","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0584788","Increased mobility of tympanic membrane"
"C0751460","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0751460","Flaccid Quadriplegia"
"C1398308","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1398308","palate; flaccid"
"C2237646","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2237646","flaccid bulla"
"C2939093","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2939093","Flaccid paraparesis"
"C3670512","SNOMEDCT_VET","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3670512","Flaccid tail"
"C0155470","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0155470","Atrophic flaccid tympanic membrane"
"C0235861","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0235861","Congenital flaccid paralysis"
"C0240241","DXP","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0240241","LOWER EXTREMITY FLACCID PARALYSIS"
"C0241528","DXP","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0241528","UPPER EXTREMITY FLACCID PARALYSIS"
"C0264151","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0264151","Acquired flexible flat foot"
"C0375209","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0375209","Flaccid hemiplegia of nondominant side"
"C0426258","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0426258","Flaccid uterus after delivery"
NA,NA,NA,NA
"C1833661","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1833661","PAROXYSMAL EXTREME PAIN DISORDER"
"C3830276","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3830276","Extreme Pain or Discomfort"
"C2028531","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2028531","pain of hand elicited at extreme limits of range of motion"
"C2031133","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031133","pain of hip elicited at extreme limits of range of motion"
"C2088477","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2088477","pain of wrist elicited at extreme limits of range of motion"
"C2088480","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2088480","pain of elbow elicited at extreme limits of range of motion"
"C2088492","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2088492","pain of thoracolumbar spine elicited at extreme limits of range"
"C2088499","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2088499","pain of ankle elicited at extreme limits of range of motion"
"C2088502","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2088502","pain of foot elicited at extreme limits of range of motion"
"C2088505","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2088505","pain of toe elicited at extreme limits of range of motion"
"C2141244","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2141244","pain of left foot elicited at extreme limits of range"
"C2199881","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2199881","pain of lumbosacral spine elicited at extreme limits of range of active motion"
"C2199882","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2199882","pain of lumbosacral spine elicited at extreme limits of range of motion"
"C2199883","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2199883","pain of lumbosacral spine elicited at extreme limits of range of passive motion"
"C2016659","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2016659","pain of fingers of both hands elicited at extreme limits of range of motion"
"C2016680","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2016680","pain of finger of left hand elicited at extreme limits of range of motion"
"C2016694","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2016694","pain of finger of right hand elicited at extreme limits of range of motion"
"C2031100","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031100","pain of hip elicited by active abduction at extreme limits of range of motion"
"C2031103","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031103","pain of hip elicited by active adduction at extreme limits of range"
"C2031106","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031106","pain of hip elicited active extension at extreme limits of range of motion"
"C2031109","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031109","pain of hip elicited active flexion at extreme limits of range of motion"
"C2031159","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031159","pain of hip elicited by passive abduction at extreme limits of range of motion"
"C2031162","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031162","pain of hip elicited by passive adduction at extreme limits of range of motion"
"C2031165","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031165","pain of hip elicited by passive extension at extreme limits of range of motion"
"C2031168","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2031168","pain of hip elicited by passive flexion at extreme limits of range of motion"
NA,NA,NA,NA
"C0163916","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0163916","benzyloxycarbonylleucyl-leucyl-glutamine-2-naphthylamide"
"C2070232","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2070232","motor strength of left lower extremity"
"C2193794","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2193794","doctor's orders: limited weightbearing left lower extremity"
"C2321589","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2321589","CT of left lower extremity"
"C2368151","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2368151","bone length studies of left lower extremity"
"C4744053","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4744053","UHDRS 1999 Version - Maximal Dystonia: LLE"
"C4744060","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4744060","UHDRS 1999 Version - Maximal Chorea: LLE"
"C4894455","NCBI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4894455","Microbacterium sp. NEAU-LLE"
"C3639478","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3639478","MDS-UPDRS - Rest Tremor Amplitude Left Lower Extremity"
"C0227104","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0227104","Deciduous mandibular left second molar tooth"
"C0447250","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0447250","Entire deciduous mandibular left second molar tooth"
"C2149661","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149661","short-term physical therapy goals improve coordination of left lower extremity"
"C2149812","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149812","full weight bearing limits for left lower extremity through hip"
"C2149813","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149813","partial weight bearing limits for left lower extremity through hip"
"C2149815","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149815","full weight bearing limits for left lower extremity through knee"
"C2149816","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149816","partial weight bearing limits for left lower extremity through knee"
"C2149818","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149818","full weight bearing limits for left lower extremity through ankle"
"C2149819","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149819","partial weight bearing limits for left lower extremity through ankle"
"C2149822","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149822","weight bearing limits for left lower extremity through hip as tolerated"
"C2149826","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149826","weight bearing limits for left lower extremity through knee as tolerated"
"C2149830","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2149830","weight bearing limits for left lower extremity through ankle as tolerated"
"C2185607","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2185607","long-term physical therapy goals improve coordination left lower extremity"
"C2317874","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2317874","microbiology tests of synovial fluid from joint of left lower extremity"
"C3837911","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3837911","doppler us of vein: proximal superficial lle thrombus"
"C3837913","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3837913","doppler us of vein: proximal deep lle thrombus"
NA,NA,NA,NA
"C1971421","CPT","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1971421","Plan of care to address pain documented (COA) (ONC)"
"C4710098","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4710098","Address compromised circulation and pain symptoms immediately (e.g., reposition cast, perform range of motion [ROM] to extremity, immediate cast pressure-relieving action)"
"C4710109","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4710109","Address compromised circulation and pain symptoms immediately, to avoid permanent damage in neurovascular status (e.g., reposition cast, report unresolved symptoms as needing immediate cast pressure relieving action)"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C0023222","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0023222","Pain in lower limb"
"C2168170","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2168170","intermittent leg claudication"
"C0311395","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0311395","Lameness"
"C0564822","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0564822","Pain in left lower limb"
"C0564823","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0564823","Pain in right lower limb"
"C0745974","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0745974","LOWER LEG PAIN WITH EXERTION"
"C0747147","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0747147","PAIN PROXIMAL LEG"
"C0838227","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0838227","Pain in joint involving lower leg"
"C0839480","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0839480","Pain in limb, lower leg"
"C0857031","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0857031","Aches & pains in legs"
"C0948842","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0948842","Unilateral leg pain"
"C1456822","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1456822","Claudication (finding)"
"C1960983","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1960983","Pain radiating to left leg"
"C1960992","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1960992","Pain radiating to right leg"
"C2032151","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2032151","Pain in bilateral lower legs"
"C2032380","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2032380","lower leg pain relieved"
"C2032390","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2032390","unrelenting lower leg pain"
"C2077838","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2077838","intermittent lower leg pain"
"C2141246","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2141246","pain in anterior aspect of left leg"
"C2220062","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2220062","lower leg bone pain"
"C2896443","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2896443","Pain in leg, unspecified"
"C3809984","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3809984","Exertional leg pain"
